reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,appId,sortOrder,content_cleaned,sentiment,sentiment_vi,sentiment_label,bank_name
335c2543-6f7c-4f71-9c6b-6ad2a6a9719f,Minh Chung Võ,https://play-lh.googleusercontent.com/a-/ALV-UjULamRbSOyPB1Ir680IfCKOSjdxEvknHXLXAMnFY575ByNVIWgQ,"Dev ngu vl. Ai mượn tự động chụp ảnh lúc xác thực căn cước? Làm thêm nút bấm chụp không được hay sao? Chưa kịp căn ảnh lấy nét là đã tự chụp, rồi nhấn xác nhận thì không được vì ảnh mờ. Có cái app banking mà t cay từ lúc tải về tới bây giờ, tiền thuê dev cũng cắn nữa hay sao?",1,0,5.2.97,2026-01-26 14:40:43,,,5.2.97,com.vnpay.bidv,most_relevant,"dev ngu vl. ai mượn tự động chụp ảnh lúc xác thực căn cước? làm thêm nút bấm chụp không được hay sao? chưa kịp căn ảnh lấy nét là đã tự chụp, rồi nhấn xác nhận thì không được vì ảnh mờ. có cái ứng dụng banking mà t cay từ lúc tải về tới bây giờ, tiền thuê dev cũng cắn nữa hay sao?",negative,tiêu cực,0,BIDV
9e43f395-8027-40c9-905f-20bab2dd624e,Vinh Ku,https://play-lh.googleusercontent.com/a/ACg8ocLNb_2We2SCLr9KrqegzEJRrCUGLDDN9FtdLaOBxU1jCtMK9Q=mo,áp bị kêu ko an toàn gỡ tải cài đặt lại..mãi hoài cũng vậy..,1,0,5.2.97,2026-01-24 04:28:18,"BIDV rất xin lỗi vì Quý khách đã có trải nghiệm không như mong muốn. Trong quá trình sử dụng nếu có vấn đề vướng mắc hoặc đóng góp ý kiến, phản ánh chất lượng dịch vụ, Quý khách vui lòng liên hệ hotline BIDV 19009247 / 02422200588 hoặc gửi email tới hòm thư bidv247@bidv.com.vn để BIDV tiếp nhận thông tin và hỗ trợ Quý khách. Cảm ơn Quý khách!
",2026-01-25 02:05:15,5.2.97,com.vnpay.bidv,most_relevant,áp bị kêu không an toàn gỡ tải cài đặt lại..mãi hoài cũng vậy..,negative,tiêu cực,0,BIDV
0efad767-70ed-4b9d-a229-6e445ec8799e,Win Win,https://play-lh.googleusercontent.com/a/ACg8ocLgUZhlpzlgUYTGD0cUyqEougiF-H7hsaGe3HiIbtY_EAvIbg=mo,cập nhật xong lag vãi vô cứ xoay xoay giao dịch cả 5p mới chịu nhảy cay vãi,1,0,5.2.97,2026-01-25 17:04:09,"BIDV rất xin lỗi vì Quý khách đã có trải nghiệm không như mong muốn. Trong quá trình sử dụng nếu có vấn đề vướng mắc hoặc đóng góp ý kiến, phản ánh chất lượng dịch vụ, Quý khách vui lòng liên hệ hotline BIDV 19009247 / 02422200588 hoặc gửi email tới hòm thư bidv247@bidv.com.vn để BIDV tiếp nhận thông tin và hỗ trợ Quý khách. Cảm ơn Quý khách!
",2026-01-26 01:24:49,5.2.97,com.vnpay.bidv,most_relevant,cập nhật xong lag vãi vô cứ xoay xoay giao dịch cả 5p mới chịu nhảy cay vãi,negative,tiêu cực,0,BIDV
e6413bb7-1726-493e-a6a2-c58ebcc44178,Hồng Tuyết Phạm Thị,https://play-lh.googleusercontent.com/a-/ALV-UjW1ZyvvxLjOSUETH4AmGHeqsQsVgxBuHoYhaNdey4Sb2DQM5Tg,vào app ck cho ngta mà cứ xoay quài hổm rài chưa hết nữa là sao,1,1,5.2.97,2026-01-25 00:55:45,"BIDV rất xin lỗi vì Quý khách đã có trải nghiệm không như mong muốn. Trong quá trình sử dụng nếu có vấn đề vướng mắc hoặc đóng góp ý kiến, phản ánh chất lượng dịch vụ, Quý khách vui lòng liên hệ hotline BIDV 19009247 / 02422200588 hoặc gửi email tới hòm thư bidv247@bidv.com.vn để BIDV tiếp nhận thông tin và hỗ trợ Quý khách. Cảm ơn Quý khách!
",2026-01-25 01:56:55,5.2.97,com.vnpay.bidv,most_relevant,vào ứng dụng ck cho người ta mà cứ xoay quài hổm rài chưa hết nữa là như thế nào,negative,tiêu cực,0,BIDV
86b102ae-6a96-4e0b-a9e5-310522753359,Quyên Nguyễn Khánh,https://play-lh.googleusercontent.com/a-/ALV-UjXP7yaqiou7zXQwqRLvoJPEQgNiLEeQ7w4vhPWLWkYPCY57zK8C,"toàn yêu cầu bị gián đoạn, mấy hôm r, app quá kém",1,2,5.2.97,2026-01-22 13:07:55,"BIDV rất xin lỗi vì Quý khách đã có trải nghiệm không như mong muốn. Trong quá trình sử dụng nếu có vấn đề vướng mắc hoặc đóng góp ý kiến, phản ánh chất lượng dịch vụ, Quý khách vui lòng liên hệ hotline BIDV 19009247 / 02422200588 hoặc gửi email tới hòm thư bidv247@bidv.com.vn để BIDV tiếp nhận thông tin và hỗ trợ Quý khách. Cảm ơn Quý khách!
",2026-01-24 03:48:05,5.2.97,com.vnpay.bidv,most_relevant,"toàn yêu cầu bị gián đoạn, mấy hôm r, ứng dụng quá kém",negative,tiêu cực,0,BIDV
980807a5-7a6c-42e2-a551-2b1f4f4de8d0,Văn Duy Quàng,https://play-lh.googleusercontent.com/a-/ALV-UjXvRFelP-hwHjxowArP5Nmbrduti2p9gH91O9MLGgjTxNCPv_c,cập nhật xong cái mật khẩu chuyển tiền số nó nhảy lung tung quá vậy,1,0,5.2.97,2026-01-26 12:40:28,,,5.2.97,com.vnpay.bidv,most_relevant,cập nhật xong cái mật khẩu chuyển tiền số nó nhảy lung tung quá vậy,negative,tiêu cực,0,BIDV
ef2b7e4d-4b61-4a34-bf3c-61c1d1a54240,nam nguyen,https://play-lh.googleusercontent.com/a-/ALV-UjXmhmeEbsHlgk_W-aroFB1tz4ZQFdr4KNbH_425q8_0ZSz5JeLw,"gần đây app lag cực kỳ, giao dịch toàn lỗi mạng",1,0,5.2.97,2026-01-25 12:54:49,"BIDV rất xin lỗi vì Quý khách đã có trải nghiệm không như mong muốn. Trong quá trình sử dụng nếu có vấn đề vướng mắc hoặc đóng góp ý kiến, phản ánh chất lượng dịch vụ, Quý khách vui lòng liên hệ hotline BIDV 19009247 / 02422200588 hoặc gửi email tới hòm thư bidv247@bidv.com.vn để BIDV tiếp nhận thông tin và hỗ trợ Quý khách. Cảm ơn Quý khách!
",2026-01-26 01:25:32,5.2.97,com.vnpay.bidv,most_relevant,"gần đây ứng dụng lag cực kỳ, giao dịch toàn lỗi mạng",negative,tiêu cực,0,BIDV
a80eb740-4d61-4b28-a765-3060d3e0a528,Nhi,https://play-lh.googleusercontent.com/a-/ALV-UjX2PKtzLmTBJ02fgmLchVRZOl751JS6WrWjgPhXq2tXfWor-_oa,"Cập nhật cập nhật suốt mà chuyển tiền thì ko được, cứ lỗi lỗi suốt",1,0,5.2.97,2026-01-23 15:49:30,"BIDV rất xin lỗi vì Quý khách đã có trải nghiệm không như mong muốn. Trong quá trình sử dụng nếu có vấn đề vướng mắc hoặc đóng góp ý kiến, phản ánh chất lượng dịch vụ, Quý khách vui lòng liên hệ hotline BIDV 19009247 / 02422200588 hoặc gửi email tới hòm thư bidv247@bidv.com.vn để BIDV tiếp nhận thông tin và hỗ trợ Quý khách. Cảm ơn Quý khách!
",2026-01-24 01:26:52,5.2.97,com.vnpay.bidv,most_relevant,"cập nhật cập nhật suốt mà chuyển tiền thì không được, cứ lỗi lỗi suốt",negative,tiêu cực,0,BIDV
4f72fe2c-393d-46be-8f78-22de8ba54438,tan nguyen,https://play-lh.googleusercontent.com/a-/ALV-UjVQduB2aco_1eca0ZON-13-IPkO4erS1kx6FwW7OKm169L6WPPU,t mở app không được luôn luôn. như app bị lỗi hay gì,1,0,5.2.97,2026-01-26 21:33:37,,,5.2.97,com.vnpay.bidv,most_relevant,t mở ứng dụng không được luôn luôn. như ứng dụng bị lỗi hay gì,negative,tiêu cực,0,BIDV
49cf409b-010e-4e13-a5b9-bd943cd93373,Thế hùng Hoàng,https://play-lh.googleusercontent.com/a/ACg8ocJDSKW9LuTQvmDNIT435xl9FJsUGA23i1gPTb4Kp6plEo4ryA=mo,tại sao không gửi mật khẩu để tôi tạo tài khoản,1,0,5.2.97,2026-01-22 16:12:15,"BIDV rất xin lỗi vì Quý khách đã có trải nghiệm không như mong muốn. Trong quá trình sử dụng nếu có vấn đề vướng mắc hoặc đóng góp ý kiến, phản ánh chất lượng dịch vụ, Quý khách vui lòng liên hệ hotline BIDV 19009247 / 02422200588 hoặc gửi email tới hòm thư bidv247@bidv.com.vn để BIDV tiếp nhận thông tin và hỗ trợ Quý khách. Cảm ơn Quý khách!
",2026-01-24 03:47:01,5.2.97,com.vnpay.bidv,most_relevant,tại như thế nào không gửi mật khẩu để tôi tạo tài khoản,negative,tiêu cực,0,BIDV
008ae3d5-98fd-4c97-bf0d-9765baf3f5c0,Lượngg Thanh,https://play-lh.googleusercontent.com/a-/ALV-UjV_TBLJI24wLou0-KhoK4qJIw3MNuVsoNH_LZxEo3LlTXcNumk,lệ phí j mà trừ tiền miết luôn t xóa app,1,0,5.2.97,2026-01-24 05:06:56,"BIDV rất xin lỗi vì Quý khách đã có trải nghiệm không như mong muốn. Trong quá trình sử dụng nếu có vấn đề vướng mắc hoặc đóng góp ý kiến, phản ánh chất lượng dịch vụ, Quý khách vui lòng liên hệ hotline BIDV 19009247 / 02422200588 hoặc gửi email tới hòm thư bidv247@bidv.com.vn để BIDV tiếp nhận thông tin và hỗ trợ Quý khách. Cảm ơn Quý khách!
",2026-01-25 02:04:50,5.2.97,com.vnpay.bidv,most_relevant,lệ phí gì mà trừ tiền miết luôn t xóa ứng dụng,negative,tiêu cực,0,BIDV
337d13c8-b101-4baf-9b3a-f69f1433525b,Du Nguyen,https://play-lh.googleusercontent.com/a/ACg8ocIG7-rXO_ofs4Rx4gZR7a7x-fxdj2X9C9ItKnb1EooBzIhrsw=mo,Tạo Mãi Không Đc Cái NFC Chịu Hẳn:),1,1,5.2.97,2026-01-22 12:17:19,"BIDV rất xin lỗi vì Quý khách đã có trải nghiệm không như mong muốn. Trong quá trình sử dụng nếu có vấn đề vướng mắc hoặc đóng góp ý kiến, phản ánh chất lượng dịch vụ, Quý khách vui lòng liên hệ hotline BIDV 19009247 / 02422200588 hoặc gửi email tới hòm thư bidv247@bidv.com.vn để BIDV tiếp nhận thông tin và hỗ trợ Quý khách. Cảm ơn Quý khách!
",2026-01-24 03:48:25,5.2.97,com.vnpay.bidv,most_relevant,tạo mãi không được cái nfc chịu hẳn,negative,tiêu cực,0,BIDV
f2465323-bdd4-48fe-9788-65f2643e0fd4,Nhu Chau,https://play-lh.googleusercontent.com/a-/ALV-UjXZuY7PJgp-qV5xWr68oCfCDshf5uWnXJSdXVeojIFvo0jjbCEj,ngân hàng lô quay 800 vòng là không phản hồi,1,0,5.2.97,2026-01-24 06:24:47,"BIDV rất xin lỗi vì Quý khách đã có trải nghiệm không như mong muốn. Trong quá trình sử dụng nếu có vấn đề vướng mắc hoặc đóng góp ý kiến, phản ánh chất lượng dịch vụ, Quý khách vui lòng liên hệ hotline BIDV 19009247 / 02422200588 hoặc gửi email tới hòm thư bidv247@bidv.com.vn để BIDV tiếp nhận thông tin và hỗ trợ Quý khách. Cảm ơn Quý khách!
",2026-01-25 02:04:13,5.2.97,com.vnpay.bidv,most_relevant,ngân hàng lô quay 800 vòng là không phản hồi,negative,tiêu cực,0,BIDV
a45062a8-8133-4242-9f82-f1343299f96a,Rex X,https://play-lh.googleusercontent.com/a/ACg8ocIeqf3CUR5Jo_v1H2UgCVzvbiWaR2o1M9uxBcZvSO5EI1vR0Q=mo,má lag như chó z,1,0,5.2.97,2026-01-25 05:02:48,"BIDV rất xin lỗi vì Quý khách đã có trải nghiệm không như mong muốn. Trong quá trình sử dụng nếu có vấn đề vướng mắc hoặc đóng góp ý kiến, phản ánh chất lượng dịch vụ, Quý khách vui lòng liên hệ hotline BIDV 19009247 / 02422200588 hoặc gửi email tới hòm thư bidv247@bidv.com.vn để BIDV tiếp nhận thông tin và hỗ trợ Quý khách. Cảm ơn Quý khách!
",2026-01-25 08:17:02,5.2.97,com.vnpay.bidv,most_relevant,má lag như chó vậy,negative,tiêu cực,0,BIDV
48a33a77-1e50-4190-9a1c-03901a461bb2,Vũ Khánh Huyền,https://play-lh.googleusercontent.com/a-/ALV-UjVRdtp1xwTg2yHSMxcNDlZzI_RilgpT1jAzi_dII3rV52UiTJU,lúc nào cũng hệ thống gián đoạn,1,0,5.2.97,2026-01-23 03:23:27,"BIDV rất xin lỗi vì Quý khách đã có trải nghiệm không như mong muốn. Trong quá trình sử dụng nếu có vấn đề vướng mắc hoặc đóng góp ý kiến, phản ánh chất lượng dịch vụ, Quý khách vui lòng liên hệ hotline BIDV 19009247 / 02422200588 hoặc gửi email tới hòm thư bidv247@bidv.com.vn để BIDV tiếp nhận thông tin và hỗ trợ Quý khách. Cảm ơn Quý khách!
",2026-01-24 03:44:33,5.2.97,com.vnpay.bidv,most_relevant,lúc nào cũng hệ thống gián đoạn,negative,tiêu cực,0,BIDV
a2c107d4-b8e8-4773-b9e8-4b3b8eaa8a7e,Moon Rabbit,https://play-lh.googleusercontent.com/a-/ALV-UjWL9zV34wsTocYtMG3GiD0BnPBbpjjRa89gfz4ActwA5bU57oIJ,cứ load mãi=),1,0,5.2.97,2026-01-24 01:57:03,"BIDV rất xin lỗi vì Quý khách đã có trải nghiệm không như mong muốn. Trong quá trình sử dụng nếu có vấn đề vướng mắc hoặc đóng góp ý kiến, phản ánh chất lượng dịch vụ, Quý khách vui lòng liên hệ hotline BIDV 19009247 / 02422200588 hoặc gửi email tới hòm thư bidv247@bidv.com.vn để BIDV tiếp nhận thông tin và hỗ trợ Quý khách. Cảm ơn Quý khách!
",2026-01-24 04:11:10,5.2.97,com.vnpay.bidv,most_relevant,cứ load mãi,negative,tiêu cực,0,BIDV
7fae3eec-2729-4f79-859d-9dc899a7b674,Duc Dinh,https://play-lh.googleusercontent.com/a-/ALV-UjWlXfWE9aYT6kkmgABZIITGYyrgaQl2W_cnrqLH8tdI9AEviaTn,app bị đơ à,1,0,5.2.97,2026-01-23 10:00:01,"BIDV rất xin lỗi vì Quý khách đã có trải nghiệm không như mong muốn. Trong quá trình sử dụng nếu có vấn đề vướng mắc hoặc đóng góp ý kiến, phản ánh chất lượng dịch vụ, Quý khách vui lòng liên hệ hotline BIDV 19009247 / 02422200588 hoặc gửi email tới hòm thư bidv247@bidv.com.vn để BIDV tiếp nhận thông tin và hỗ trợ Quý khách. Cảm ơn Quý khách!
",2026-01-24 03:43:00,5.2.97,com.vnpay.bidv,most_relevant,ứng dụng bị đơ à,negative,tiêu cực,0,BIDV
2e0c0d5e-a77c-408c-b3f6-66402f845d80,Ánh Lê,https://play-lh.googleusercontent.com/a/ACg8ocKgFOR2BAoEVxxv8Og8-EHIZj31KWFZQgQwfkESHwk9U55b6Q=mo,lỗi quá nhiều,1,0,5.2.97,2026-01-23 09:23:04,"BIDV rất xin lỗi vì Quý khách đã có trải nghiệm không như mong muốn. Trong quá trình sử dụng nếu có vấn đề vướng mắc hoặc đóng góp ý kiến, phản ánh chất lượng dịch vụ, Quý khách vui lòng liên hệ hotline BIDV 19009247 / 02422200588 hoặc gửi email tới hòm thư bidv247@bidv.com.vn để BIDV tiếp nhận thông tin và hỗ trợ Quý khách. Cảm ơn Quý khách!
",2026-01-24 03:43:12,5.2.97,com.vnpay.bidv,most_relevant,lỗi quá nhiều,negative,tiêu cực,0,BIDV
239a9023-c856-464c-9ca2-38a5ee9e7897,Tùng Bùi,https://play-lh.googleusercontent.com/a/ACg8ocL_3Ux-SyKMAR9jUOlnu2SyL6ioVhKIOqE6kR5prWqUjoF48A=mo,app cực chán,1,0,5.2.97,2026-01-25 04:40:54,"BIDV rất xin lỗi vì Quý khách đã có trải nghiệm không như mong muốn. Trong quá trình sử dụng nếu có vấn đề vướng mắc hoặc đóng góp ý kiến, phản ánh chất lượng dịch vụ, Quý khách vui lòng liên hệ hotline BIDV 19009247 / 02422200588 hoặc gửi email tới hòm thư bidv247@bidv.com.vn để BIDV tiếp nhận thông tin và hỗ trợ Quý khách. Cảm ơn Quý khách!
",2026-01-25 08:17:50,5.2.97,com.vnpay.bidv,most_relevant,ứng dụng cực chán,negative,tiêu cực,0,BIDV
